"","cap.shape","cap.surface","cap.color","bruises.","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.","stalk.surface.below.","stalk.color.above.ri","stalk.color.below.ri","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat","classe","echantillon"
"3028","x","s","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","g","e","test"
"6031","x","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","l","p","test"
"1256","f","y","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","d","e","test"
"7432","x","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","d","p","test"
"1729","x","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","y","d","e","test"
"4322","f","y","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d","e","test"
"4314","f","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","g","e","test"
"5774","x","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d","p","test"
"6960","f","y","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d","e","test"
"2765","x","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","g","e","test"
"5154","f","y","g","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","y","d","e","test"
"6024","f","y","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","d","e","test"
"1054","x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","p","e","test"
"4767","f","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","g","p","test"
"6158","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","n","v","l","e","test"
"8003","f","y","w","t","n","f","c","b","r","e","b","s","s","w","w","p","w","t","p","r","v","g","p","test"
"452","f","s","b","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","v","g","p","test"
"1979","x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","g","e","test"
"2678","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p","p","test"
"4957","x","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p","p","test"
"3815","f","f","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","g","e","test"
"5762","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p","p","test"
"4851","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","g","p","test"
"1484","x","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","g","e","test"
"6451","k","y","p","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w","e","test"
"2459","f","f","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","d","e","test"
"2319","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","g","e","test"
"2542","f","s","b","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","s","g","p","test"
"3608","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","u","p","test"
"1096","s","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","u","e","test"
"7726","x","f","n","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d","e","test"
"5997","x","s","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g","e","test"
"5441","x","s","g","f","n","f","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","g","e","test"
"3666","f","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","g","e","test"
"5624","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","b","c","l","e","test"
"1364","f","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d","e","test"
"3891","f","y","e","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","d","e","test"
"1464","f","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d","p","test"
"510","f","y","e","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w","e","test"
"3262","x","y","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","d","e","test"
"4665","x","y","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","d","e","test"
"7348","x","y","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","d","e","test"
"1061","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","v","d","p","test"
"3729","x","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","g","e","test"
"1824","x","f","w","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","g","e","test"
"6772","f","y","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p","p","test"
"4531","b","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","b","v","l","e","test"
"6322","x","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m","e","test"
"2240","x","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m","e","test"
"5043","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","u","p","test"
"2312","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p","p","test"
"3343","f","s","b","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w","e","test"
"6667","f","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d","p","test"
"1253","x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","s","d","p","test"
"7718","f","f","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","d","e","test"
"1311","x","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","l","p","test"
"312","x","f","y","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"2866","f","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","g","e","test"
"5086","x","y","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","d","e","test"
"6036","x","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","p","p","test"
"6531","x","f","n","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","d","e","test"
"5669","f","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d","e","test"
"4318","f","y","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","d","e","test"
"5791","x","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d","p","test"
"6312","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","d","e","test"
"931","x","f","w","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d","p","test"
"1118","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","g","p","test"
"1386","x","s","g","t","f","f","c","b","w","t","b","s","s","w","w","p","w","o","p","h","v","g","p","test"
"7069","f","y","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d","e","test"
"2930","f","f","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","d","e","test"
"2396","x","f","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d","e","test"
"3120","f","f","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","d","e","test"
"4775","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","g","e","test"
"441","x","y","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","d","e","test"
"6921","x","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","o","c","l","e","test"
"2607","x","y","n","f","m","f","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d","p","test"
"674","x","y","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d","p","test"
"7921","k","s","w","f","n","f","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","g","e","test"
"4426","f","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l","p","test"
"4052","f","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","g","e","test"
"7174","k","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p","p","test"
"5454","x","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","l","p","test"
"6394","x","f","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d","e","test"
"5819","f","y","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","g","p","test"
"7650","x","f","n","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","d","e","test"
"6762","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p","p","test"
"8099","x","y","n","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d","e","test"
"4334","x","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","d","e","test"
"2852","x","y","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","d","e","test"
"1148","x","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p","p","test"
"171","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m","e","test"
"8114","k","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p","p","test"
"3192","k","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p","p","test"
"5257","k","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","l","p","test"
"4150","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g","p","test"
"578","f","f","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","g","e","test"
"6387","f","y","n","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","d","e","test"
"2685","x","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p","p","test"
"5532","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d","p","test"
"1423","x","f","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d","e","test"
"1768","x","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","test"
"4357","x","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","d","e","test"
"6092","x","s","p","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","s","d","p","test"
"5163","x","s","b","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","g","p","test"
"5141","x","f","e","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","d","e","test"
"6845","f","f","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","d","e","test"
"5443","f","y","n","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","d","e","test"
"2392","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","g","p","test"
"2179","x","f","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","g","e","test"
"6287","x","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","g","p","test"
"4432","f","y","n","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","d","e","test"
"4679","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g","p","test"
"4122","k","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","l","p","test"
"308","b","f","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","g","e","test"
"4422","b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m","e","test"
"2267","x","y","c","f","n","f","w","n","w","e","b","s","f","w","n","p","w","o","e","w","v","l","e","test"
"6469","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p","p","test"
"3665","f","f","g","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","d","e","test"
"3380","x","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d","p","test"
"5875","k","y","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d","p","test"
"1639","x","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","g","e","test"
"7652","b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m","e","test"
"7051","f","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","g","e","test"
"2851","f","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l","p","test"
"1841","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p","p","test"
"5808","f","y","e","t","n","f","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","w","e","test"
"3571","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g","e","test"
"3846","x","s","g","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","g","e","test"
"3065","x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g","e","test"
"5123","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g","e","test"
"211","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","o","o","p","n","v","l","e","test"
"6866","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g","p","test"
"4801","x","f","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g","e","test"
"1885","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g","p","test"
"4900","f","y","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","d","e","test"
"8071","f","f","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d","e","test"
"6146","x","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","test"
"7949","f","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","o","v","l","e","test"
"7029","x","y","c","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l","e","test"
"1224","f","s","p","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","g","p","test"
"455","f","y","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","d","e","test"
"1349","k","g","w","t","n","f","w","n","w","e","b","s","s","w","w","p","w","o","p","w","c","l","p","test"
"613","x","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","d","p","test"
"1714","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p","p","test"
"99","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d","p","test"
"8014","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","g","p","test"
"33","x","y","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","d","e","test"
"2499","f","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d","p","test"
"5465","b","y","y","f","n","f","c","n","w","e","?","k","y","w","y","p","w","o","e","w","v","d","p","test"
"5458","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","g","e","test"
"4969","k","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p","p","test"
"7415","x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","d","p","test"
"3776","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","v","l","e","test"
"3215","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g","p","test"
"7317","f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","u","p","test"
"5749","f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","g","p","test"
"2011","f","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g","e","test"
"2695","k","f","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","g","e","test"
"7259","f","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","d","e","test"
"1014","x","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","d","p","test"
"7198","x","y","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d","e","test"
"849","f","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","d","e","test"
"8049","k","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l","p","test"
"920","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p","p","test"
"790","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p","p","test"
"1903","k","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p","p","test"
"4417","x","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g","e","test"
"229","f","f","w","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"5494","x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m","e","test"
"3761","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p","p","test"
"5377","x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d","p","test"
"8026","x","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p","p","test"
"1326","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","d","e","test"
"6910","x","f","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"243","f","s","g","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g","e","test"
"5498","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g","e","test"
"357","x","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","g","e","test"
"2237","x","y","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p","p","test"
"7611","k","s","g","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","g","e","test"
"3612","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","p","p","test"
"1647","x","f","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","g","e","test"
"5506","x","f","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","k","s","d","p","test"
"5763","f","f","e","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d","e","test"
"7968","x","y","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d","e","test"
"2334","f","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","l","p","test"
"41","x","f","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","d","e","test"
"1160","f","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u","p","test"
"2833","x","y","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","y","d","e","test"
"6693","x","y","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d","e","test"
"7203","x","f","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","d","e","test"
"5071","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g","e","test"
"6318","x","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d","p","test"
"6000","x","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","d","p","test"
"2223","x","s","y","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d","e","test"
"23","x","f","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d","e","test"
"6505","k","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l","p","test"
"2994","f","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g","p","test"
"603","f","y","e","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","d","e","test"
"5683","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d","p","test"
"157","f","f","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d","e","test"
"721","f","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","g","e","test"
"4006","x","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d","p","test"
"169","k","y","e","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","l","p","test"
"4376","x","f","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d","e","test"
"3773","f","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d","p","test"
"2289","f","y","r","f","n","f","c","n","w","e","?","s","f","w","w","p","w","o","f","h","y","d","e","test"
"4732","f","s","b","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","s","u","p","test"
"6691","k","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l","p","test"
"6620","x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u","e","test"
"5303","f","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","o","c","l","e","test"
"5149","x","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g","e","test"
"1031","f","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","test"
"2679","x","f","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","d","e","test"
"2285","f","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","g","e","test"
"866","f","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","d","p","test"
"812","k","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p","p","test"
"6144","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","g","p","test"
"335","f","y","w","f","n","f","c","n","u","e","?","s","f","w","w","p","w","o","f","h","v","d","e","test"
"762","x","s","g","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d","p","test"
"1019","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p","p","test"
"1698","f","f","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","d","e","test"
"267","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p","p","test"
"8030","x","f","n","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","d","e","test"
"3040","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","u","p","test"
"4026","x","y","r","f","n","f","c","n","p","e","?","s","f","w","w","p","w","o","f","h","v","d","e","test"
"6211","x","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","d","p","test"
"2361","f","y","n","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","p","e","test"
"5148","f","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","o","c","l","e","test"
"5906","f","y","e","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d","e","test"
"7904","x","f","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","g","e","test"
"1396","x","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d","p","test"
"4160","x","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d","p","test"
"1268","f","f","e","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","d","e","test"
"2766","x","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","g","e","test"
"4164","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d","p","test"
"7646","b","y","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m","p","test"
"7","k","s","g","f","n","f","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","g","e","test"
"4423","f","f","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","d","e","test"
"3650","b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m","e","test"
"5593","f","f","c","f","n","f","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","l","e","test"
"2492","f","s","g","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","u","p","test"
"310","x","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d","p","test"
"1456","x","s","g","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","g","e","test"
"281","x","f","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","d","e","test"
"831","k","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d","p","test"
"406","x","f","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","d","e","test"
"6598","f","f","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","d","e","test"
"3138","x","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","l","p","test"
"5955","f","y","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p","p","test"
"7625","x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","p","e","test"
"6188","x","f","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","d","e","test"
"3334","x","s","b","t","f","f","c","b","p","t","b","f","s","w","w","p","w","o","p","h","s","u","p","test"
"5973","k","f","w","f","n","f","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","g","e","test"
"4477","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","v","l","e","test"
"2512","x","y","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","d","p","test"
"7485","x","s","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","g","e","test"
"2905","x","y","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","g","p","test"
"197","f","s","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l","p","test"
"2737","x","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","u","p","test"
"6262","x","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p","p","test"
"2106","x","y","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d","p","test"
"2412","x","f","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","d","e","test"
